obs_id,train_id,age,sex,length,diameter,height,total_weight,shucked_weight,viscera_weight,sheel_weight
id_003508,train,12.5,F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32
id_003509,valid,10.5,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288
id_003510,train,11.5,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355
id_003511,valid,10.5,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38
id_003512,train,12.5,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355
id_003513,valid,12.5,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385
id_003514,valid,10.5,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085
id_003515,valid,11.5,M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43
id_003516,valid,13.5,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42
id_003517,train,12.5,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461
id_003518,train,12.5,F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398
id_003519,train,12.5,M,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535
id_003520,valid,11.5,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449
id_003521,train,12.5,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468
id_003522,train,4.5,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125
id_003523,valid,5.5,I,0.24,0.185,0.06,0.0655,0.0295,5e-4,0.02
id_003524,train,5.5,I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305
id_003525,test,NA,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
id_003526,test,NA,I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505
id_003527,test,NA,I,0.335,0.26,0.085,0.192,0.097,0.03,0.054
id_003528,test,NA,I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575
id_003529,train,7.5,I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056
id_003530,train,7.5,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054
id_003531,valid,8.5,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585
id_003532,train,8.5,I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625
id_003533,train,8.5,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775
id_003534,valid,7.5,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
id_003535,valid,7.5,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08
id_003536,train,10.5,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08
id_003537,train,9.5,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065
id_003538,valid,7.5,I,0.43,0.325,0.105,0.309,0.119,0.08,0.098
id_003539,train,8.5,M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315
id_003540,train,9.5,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125
id_003541,test,NA,I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12
id_003542,test,NA,I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14
id_003543,train,9.5,I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205
id_003544,train,9.5,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11
id_003545,test,NA,I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142
id_003546,train,9.5,I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125
id_003547,valid,8.5,I,0.475,0.35,0.115,0.498,0.2375,0.099,0.14
id_003548,valid,10.5,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15
id_003549,train,8.5,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375
id_003550,train,10.5,I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645
id_003551,valid,9.5,M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535
id_003552,train,10.5,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855
id_003553,train,9.5,I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16
id_003554,train,10.5,I,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19
id_003555,valid,9.5,I,0.53,0.42,0.13,0.658,0.296,0.1245,0.198
id_003556,valid,9.5,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365
id_003557,train,10.5,I,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975
id_003558,train,9.5,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2
id_003559,train,11.5,I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425
id_003560,train,11.5,F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308
id_003561,test,NA,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277
id_003562,train,10.5,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365
id_003563,train,9.5,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223
id_003564,train,9.5,I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285
id_003565,train,10.5,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965
id_003566,test,NA,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271
id_003567,train,10.5,M,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575
id_003568,valid,11.5,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27
id_003569,train,11.5,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238
id_003570,test,NA,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445
id_003571,train,10.5,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279
id_003572,train,10.5,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259
id_003573,test,NA,F,0.585,0.46,0.165,1.058,0.486,0.25,0.294
id_003574,test,NA,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425
id_003575,valid,10.5,F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205
id_003576,valid,9.5,M,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
id_003577,test,NA,F,0.6,0.475,0.155,1.059,0.441,0.19,0.39
id_003578,train,12.5,M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36
id_003579,train,11.5,F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31
id_003580,train,10.5,F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239
id_003581,train,11.5,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31
id_003582,train,10.5,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29
id_003583,test,NA,F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319
id_003584,train,10.5,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374
id_003585,train,12.5,M,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39
id_003586,valid,10.5,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
id_003587,test,NA,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325
id_003588,test,NA,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365
id_003589,test,NA,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369
id_003590,train,12.5,M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115
id_003591,test,NA,F,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432
id_003592,train,10.5,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095
id_003593,valid,12.5,M,0.655,0.525,0.16,1.46,0.686,0.311,0.405
id_003594,train,9.5,F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4
id_003595,train,13.5,F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335
id_003596,test,NA,M,0.66,0.515,0.2,1.6465,0.749,0.422,0.401
id_003597,train,11.5,M,0.675,0.515,0.145,1.265,0.6025,0.299,0.325
id_003598,train,12.5,M,0.685,0.53,0.17,1.56,0.647,0.383,0.465
id_003599,train,13.5,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445
id_003600,train,13.5,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
id_003601,valid,5.5,I,0.175,0.125,0.04,0.028,0.0095,0.008,0.009
id_003602,train,9.5,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675
id_003603,train,6.5,I,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077
id_003604,train,8.5,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025
id_003605,test,NA,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126
id_003606,valid,9.5,I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395
id_003607,train,8.5,F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148
id_003608,test,NA,M,0.515,0.39,0.14,0.678,0.341,0.1325,0.119
id_003609,train,8.5,M,0.545,0.43,0.155,0.8035,0.409,0.144,0.228
id_003610,train,10.5,F,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
id_003611,train,10.5,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215
id_003612,train,11.5,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27
id_003613,test,NA,M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365
id_003614,train,12.5,F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045
id_003615,train,12.5,M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31
id_003616,train,10.5,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285
id_003617,valid,15.5,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371
id_003618,test,NA,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228
id_003619,valid,12.5,M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38
id_003620,train,13.5,F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32
id_003621,test,NA,F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315
id_003622,train,9.5,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333
id_003623,train,11.5,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335
id_003624,train,11.5,M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405
id_003625,valid,10.5,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37
id_003626,train,11.5,F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905
id_003627,test,NA,M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48
id_003628,valid,11.5,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305
id_003629,test,NA,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675
id_003630,train,7.5,I,0.27,0.205,0.05,0.084,0.03,0.0185,0.029
id_003631,valid,8.5,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035
id_003632,train,6.5,I,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365
id_003633,test,NA,I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044
id_003634,train,6.5,I,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035
id_003635,train,7.5,I,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055
id_003636,train,7.5,I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825
id_003637,train,9.5,I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078
id_003638,valid,7.5,I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105
id_003639,test,NA,I,0.44,0.34,0.105,0.344,0.123,0.081,0.125
id_003640,test,NA,I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1
id_003641,train,8.5,I,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13
id_003642,test,NA,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455
id_003643,train,9.5,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14
id_003644,train,9.5,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125
id_003645,valid,8.5,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127
id_003646,valid,10.5,I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135
id_003647,train,10.5,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355
id_003648,train,9.5,I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151
id_003649,train,10.5,I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745
id_003650,valid,10.5,I,0.515,0.405,0.13,0.573,0.213,0.134,0.195
id_003651,test,NA,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171
id_003652,train,11.5,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168
id_003653,train,11.5,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225
id_003654,train,10.5,I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215
id_003655,train,10.5,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208
id_003656,valid,10.5,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215
id_003657,train,12.5,I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195
id_003658,valid,8.5,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19
id_003659,train,11.5,I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595
id_003660,train,10.5,M,0.545,0.41,0.14,0.737,0.349,0.15,0.212
id_003661,train,11.5,F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205
id_003662,train,11.5,I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236
id_003663,train,9.5,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24
id_003664,train,10.5,I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221
id_003665,valid,10.5,I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247
id_003666,train,10.5,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217
id_003667,test,NA,I,0.575,0.44,0.15,0.983,0.486,0.215,0.239
id_003668,train,12.5,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32
id_003669,valid,11.5,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845
id_003670,train,10.5,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265
id_003671,train,9.5,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28
id_003672,train,11.5,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287
id_003673,train,11.5,F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575
id_003674,train,11.5,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085
id_003675,train,13.5,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.279
id_003676,valid,11.5,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305
id_003677,valid,11.5,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309
id_003678,test,NA,M,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555
id_003679,test,NA,F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35
id_003680,train,11.5,M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935
id_003681,train,10.5,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317
id_003682,test,NA,M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317
id_003683,valid,12.5,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332
id_003684,train,11.5,M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35
id_003685,train,12.5,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284
id_003686,train,11.5,M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305
id_003687,test,NA,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605
id_003688,train,12.5,I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315
id_003689,train,12.5,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31
id_003690,train,10.5,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375
id_003691,test,NA,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405
id_003692,train,13.5,M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425
id_003693,train,12.5,M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36
id_003694,valid,12.5,M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399
id_003695,train,11.5,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32
id_003696,train,11.5,F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825
id_003697,train,14.5,M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355
id_003698,valid,13.5,M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385
id_003699,train,11.5,F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885
id_003700,valid,12.5,M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4
id_003701,train,11.5,F,0.66,0.53,0.17,1.431,0.622,0.309,0.398
id_003702,train,11.5,M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339
id_003703,train,12.5,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47
id_003704,train,12.5,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358
id_003705,valid,12.5,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315
id_003706,train,10.5,F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165
id_003707,train,12.5,F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4
id_003708,valid,12.5,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341
id_003709,valid,10.5,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
id_003710,test,NA,M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895
id_003711,train,12.5,M,0.685,0.535,0.175,1.432,0.637,0.247,0.46
id_003712,train,12.5,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462
id_003713,train,11.5,F,0.705,0.53,0.17,1.564,0.612,0.394,0.44
id_003714,train,12.5,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434
id_003715,train,12.5,F,0.725,0.56,0.185,1.792,0.873,0.367,0.435
id_003716,valid,12.5,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745
id_003717,train,6.5,I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465
id_003718,test,NA,I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255
id_003719,train,8.5,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128
id_003720,valid,8.5,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067
id_003721,train,8.5,F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164
id_003722,train,10.5,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184
id_003723,test,NA,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035
id_003724,test,NA,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325
id_003725,valid,8.5,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273
id_003726,train,10.5,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475
id_003727,train,9.5,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455
id_003728,test,NA,M,0.505,0.4,0.15,0.775,0.3445,0.157,0.185
id_003729,train,11.5,I,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255
id_003730,train,10.5,M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17
id_003731,test,NA,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
id_003732,valid,10.5,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311
id_003733,train,11.5,F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095
id_003734,test,NA,M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271
id_003735,train,11.5,M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345
id_003736,test,NA,M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283
id_003737,train,11.5,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375
id_003738,test,NA,M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287
id_003739,valid,10.5,F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
id_003740,test,NA,F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005
id_003741,train,12.5,F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235
id_003742,valid,13.5,F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407
id_003743,train,14.5,F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525
id_003744,test,NA,F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516
id_003745,train,6.5,I,0.275,0.205,0.065,0.101,0.041,0.021,0.034
id_003746,test,NA,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034
id_003747,test,NA,I,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615
id_003748,train,7.5,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086
id_003749,test,NA,I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091
id_003750,train,8.5,I,0.43,0.33,0.095,0.32,0.118,0.065,0.123
id_003751,train,9.5,I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145
id_003752,train,8.5,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11
id_003753,train,9.5,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435
id_003754,train,9.5,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13
id_003755,test,NA,I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465
id_003756,test,NA,I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165
id_003757,valid,10.5,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179
id_003758,train,11.5,I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945
id_003759,train,10.5,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21
id_003760,train,10.5,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595
id_003761,train,10.5,M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22
id_003762,train,11.5,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825
id_003763,valid,9.5,I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148
id_003764,train,12.5,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895
id_003765,train,11.5,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22
id_003766,test,NA,I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265
id_003767,train,11.5,F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735
id_003768,valid,11.5,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275
id_003769,valid,10.5,M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
id_003770,test,NA,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245
id_003771,train,10.5,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21
id_003772,train,11.5,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26
id_003773,train,10.5,M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235
id_003774,train,10.5,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985
id_003775,train,10.5,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255
id_003776,train,9.5,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
id_003777,train,14.5,F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875
id_003778,test,NA,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265
id_003779,train,10.5,I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245
id_003780,valid,11.5,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314
id_003781,train,11.5,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33
id_003782,valid,11.5,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655
id_003783,train,12.5,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343
id_003784,valid,13.5,I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306
id_003785,valid,12.5,M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175
id_003786,train,10.5,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345
id_003787,train,11.5,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335
id_003788,train,13.5,M,0.63,0.49,0.16,1.09,0.407,0.224,0.354
id_003789,train,9.5,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315
id_003790,valid,11.5,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342
id_003791,train,11.5,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39
id_003792,train,12.5,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37
id_003793,valid,14.5,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45
id_003794,train,15.5,F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456
id_003795,train,11.5,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374
id_003796,train,13.5,M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512
id_003797,valid,12.5,F,0.675,0.54,0.21,1.593,0.686,0.318,0.45
id_003798,train,14.5,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295
id_003799,valid,11.5,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465
id_003800,train,12.5,F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44
id_003801,train,13.5,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488
id_003802,test,NA,I,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
id_003803,valid,7.5,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05
id_003804,train,8.5,I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355
id_003805,test,NA,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064
id_003806,test,NA,M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975
id_003807,test,NA,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1
id_003808,train,9.5,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325
id_003809,train,11.5,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175
id_003810,train,9.5,F,0.52,0.375,0.135,0.5375,0.221,0.117,0.17
id_003811,train,9.5,I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175
id_003812,train,10.5,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24
id_003813,train,13.5,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344
id_003814,train,9.5,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07
id_003815,train,7.5,I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21
id_003816,train,9.5,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965
id_003817,test,NA,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395
id_003818,train,9.5,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153
id_003819,test,NA,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245
id_003820,valid,9.5,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515
id_003821,test,NA,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735
id_003822,train,11.5,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305
id_003823,train,10.5,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356
id_003824,train,10.5,F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274
id_003825,valid,8.5,M,0.62,0.46,0.17,1.127,0.535,0.2635,0.296
id_003826,valid,12.5,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945
id_003827,train,11.5,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575
id_003828,train,12.5,M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285
id_003829,test,NA,M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374
id_003830,valid,13.5,F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431
id_003831,train,15.5,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235
id_003832,train,11.5,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275
