obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters
id_008726,train,248800,6045,38.980142,-122.850042,2581,395,5,2.62,3.4,1.4,10.8,12.7,19.7,26.7,11.5,9.1,4.5,3.6,0.6,5.1,39.1,47.4,5.4,2.4,71.4,28.6
id_008727,valid,345000,4195,36.800409,-119.673441,1472,92,6.8,2.8,3.81,6.3,17.7,33.4,20.6,19,0,0.4,2.3,0.5,0,1.2,8.1,32.7,49,9,84.4,15.6
id_008728,train,381700,4285,33.929514,-118.26643,1185,103,4.9,3.55,3.09,0,3.5,19.6,3.7,10.5,13,11.1,29.9,8.8,9.4,6.1,46.2,32.4,4.9,1.1,44.8,55.2
id_008729,train,641700,3079,33.976219,-117.917714,965,66,6.9,3.16,3.64,0,0.5,3.6,44.5,24.6,24,1.9,0,0.9,0.3,0,5.7,35.2,52.6,6.1,81.4,18.6
id_008730,train,381100,3267,38.004511,-122.134912,1567,127,4.6,2.08,2.14,0,0,1.3,9.5,15.2,8.5,19.1,12.6,33.8,0,29.5,28.7,33.3,6.7,1.7,50,50
id_008731,valid,668300,7816,37.775732,-121.986384,3369,93,5.3,2.62,2.18,1.1,11.6,26.2,26,29.9,2.5,1.8,0.4,0.4,0,13.4,30.8,31.4,19.6,4.7,53.3,46.7
id_008732,train,354400,3668,34.051957,-118.181433,971,114,4.9,3.49,4.1,1,1,3.5,10.6,2.5,4.3,23.2,14.9,38.9,6.7,11.7,36.3,28.1,11.8,5.4,50.6,49.4
id_008733,train,455400,3103,38.577071,-121.45373,1624,179,5.5,2.26,1.89,0.6,0,1.5,2,4.7,8.9,17.1,27.5,37.6,2.7,7.6,39.7,42,7.3,0.7,68.2,31.8
id_008734,train,443000,4453,37.289236,-121.823946,957,69,6,5.06,3.88,0.1,5.4,13.6,13.3,51.4,10.8,4.4,0.2,0.8,1.5,1.1,9.5,46.7,33.6,7.5,66.3,33.7
id_008735,train,750200,5775,32.959795,-117.234383,2440,207,5.3,2.5,2.2,0,10.9,24.4,60.8,3,0.5,0,0,0.4,0,2.6,38.9,25.9,28.4,4.2,72.9,27.1
id_008736,train,846100,1720,38.682003,-123.419284,2011,1422,4.7,1.87,2.2,0,6.7,23.4,35.9,22,8.1,0.5,1.6,1.9,1.9,9.5,47.7,37.2,3.6,0,81,19
id_008737,train,315400,4503,37.673716,-122.082822,2135,328,3.7,2.31,2.01,1.4,9,14.7,20.2,10.5,8,13,7,16.3,9.4,31.6,37.8,18.2,2.3,0.8,30.7,69.3
id_008738,valid,249500,4352,34.014104,-117.030998,1457,68,5.8,2.96,3.08,5.6,10.9,19.1,9.7,13.3,11.1,21.4,8.2,0.6,0,0,30.1,41,27.2,1.8,83.7,16.3
id_008739,valid,434100,3396,38.880921,-121.072443,1523,141,6.3,2.58,2.11,3.1,7.5,16.1,24.8,11.7,9.8,15.5,5,6.5,3,4.8,15.8,40.2,32.6,3.6,77.7,22.3
id_008740,train,415100,3019,33.746313,-118.283866,976,25,3.6,3.31,2.98,4.4,11.2,2.6,9.7,18.6,15.9,12.9,6.7,18,18.8,28.7,26.1,16.3,9,1.1,14,86
id_008741,test,NA,2094,39.970887,-75.152185,938,93,3.6,2.54,1.91,7.5,11.2,3.3,11.1,4.9,29.7,8.6,7.2,16.4,12.7,35.6,13.4,31.1,7.1,0,17.9,82.1
id_008742,test,NA,4673,40.215047,-78.826035,2139,179,5.9,2.41,1.85,2.6,2,10.4,12.9,8.8,7.3,18.5,8.4,29,0,5.5,27.2,46.7,18.1,2.5,83.9,16.1
id_008743,valid,296800,4394,33.998309,-118.260681,1211,78,3.8,4.76,3.66,2.1,0,3,6.8,14.4,4.1,8.3,14.1,47.3,24.4,24.3,16.6,28.5,4.6,1.6,28.4,71.6
id_008744,train,370800,2310,34.224555,-118.450666,795,0,3.6,3.79,3.26,0,0,2,35.7,9.7,30.6,8.4,12.8,0.8,8.8,34.8,39.1,15,2.3,0,10.8,89.2
id_008745,train,270200,5036,34.100257,-117.604977,1832,138,5,2.6,2.87,2.1,10,7.8,31.4,27,5,13.2,3.5,0,0.9,8.1,42.9,29.1,18.2,0.7,80.7,19.3
id_008746,train,318400,5527,36.870332,-119.763942,2810,482,4.8,2.43,1.96,11.2,11.3,43.6,32.8,0,0.5,0,0.5,0,3.9,13.6,32.7,26,22.5,1.3,47.4,52.6
id_008747,test,NA,2224,40.19966,-75.289026,879,25,8.2,2.77,2,31.6,4.9,11.1,21.4,19.8,0.7,4.8,0.9,4.8,0,2.5,20,19.8,43.3,14.3,99.4,0.6
id_008748,valid,313100,6551,33.846151,-117.909651,1399,52,4.2,5.08,5.04,2.5,2.2,5.8,16.4,19.9,18.7,14.4,4.6,15.4,1.4,22.7,36.3,30.4,9.2,0,39.2,60.8
id_008749,test,NA,2262,41.246949,-75.863271,1071,63,5.6,2.3,1.95,0,0,0,4.7,8.3,3.4,5.8,7.5,70.4,4.3,12.4,29.9,47.2,4.4,1.8,52.8,47.2
id_008750,train,519800,2765,34.443476,-118.382115,870,37,6.8,3.33,1.53,0,28.9,35.6,10.6,10.1,9.7,3.2,2,0,2,2,7,25.3,47.2,16.6,93.9,6.1
id_008751,train,200400,5048,33.909598,-117.239232,1243,110,5.8,4.09,6.43,0,0,4,59.3,31.6,2.8,0,0,2.3,0,0,9.2,48,41.6,1.2,71.7,28.3
id_008752,train,402300,1806,38.567039,-122.264289,1050,316,5.2,2.18,3.1,5.3,11.1,17.4,19.7,22.3,17.6,2.2,1.2,3,7.2,5.8,30.2,46.8,8.2,1.8,69.8,30.2
id_008753,valid,409800,4731,34.259055,-118.292918,1744,100,4.3,3.19,2.71,2.5,0.6,1.9,8.3,7.2,9.3,22,17.2,31,1.2,24.1,37.8,27.8,8.1,1,54.4,45.6
id_008754,test,NA,4530,40.603535,-79.755922,2259,462,5.2,2.81,2.18,7.1,1.6,0.6,4.2,4.2,7.7,8.4,7.8,58.3,4.2,17.6,35.8,29.4,9,4,53.2,46.8
id_008755,test,NA,2845,40.146995,-75.097439,1184,10,7.7,2.57,1.15,0,0.8,11.7,3.1,5.8,16.6,45.5,10.3,6.2,3.5,13.3,8.2,32.3,37.1,5.7,83.5,16.5
id_008756,valid,797300,2324,34.1607,-118.113564,928,38,6.4,2.75,2.55,0,0,0.4,0,1.4,2.9,10,6.8,78.4,0,2.9,20.7,53.6,15.8,7,83.6,16.4
id_008757,test,NA,4667,40.519901,-80.037779,2292,198,5.7,2.77,1.51,0.6,0,2,8.9,14.1,9.4,8.2,15.4,41.4,2.7,15.4,32.1,36,11.3,2.6,61.1,38.9
id_008758,train,300300,8249,33.887621,-117.192855,2135,109,7.6,3.53,4.9,29.4,46.8,17.7,1,2.1,0.5,2.6,0,0,0,0.3,0,30.5,37.2,31.9,83.3,16.7
id_008759,valid,676600,5430,37.632324,-122.448328,1709,69,5.6,2.95,3.37,1.9,0.5,0,1.4,4,32.7,56.9,2.6,0,0,0,7.3,67.6,19,6.1,77.1,22.9
id_008760,test,NA,1926,40.407161,-79.942269,1086,254,5.6,2.41,1.78,0,0,0.6,0,9.8,4.6,16.3,5.5,63.2,4.7,7.6,40.1,37,9.1,1.5,63,37
id_008761,test,NA,3536,40.112561,-75.33581,1895,300,3.9,2.35,2.32,9.6,10.2,3.7,8.2,3.2,8.6,9.1,4,43.4,4.6,37.7,32.1,18.4,6.5,0.6,15.7,84.3
id_008762,train,464800,8491,37.944365,-121.731073,2646,295,7.4,3.3,3.39,28.3,26.9,38.2,0.6,4.3,0,1.2,0.4,0,0,1.8,19.7,17.5,35.9,25.1,84.2,15.8
id_008763,train,942800,8846,32.952086,-117.200582,2823,71,7.6,3.28,3.23,17.6,29.3,43.8,5.2,2.3,0.7,0,0.5,0.6,0,0,8.7,23.5,38.4,29.4,85.1,14.9
id_008764,test,NA,4370,40.647005,-76.532195,1987,216,6.2,2.44,2.64,2.4,1.5,6.4,7.5,14,3.8,13,4.9,46.5,0,6.6,22.5,49.4,19.5,2.1,81.5,18.5
id_008765,train,161000,4819,33.137691,-117.184289,1867,46,4,1.76,2.92,0,2,13.1,24.3,37.5,16,5.3,0,1.8,4.6,23.4,62.1,9.1,0,0.9,21.9,78.1
id_008766,valid,337000,4334,34.320802,-118.407765,1592,111,6,3.14,2.95,0,5.8,13.2,30.7,23.5,17.2,8.6,1,0,0,0.7,8.6,61.4,25.1,4.2,80.6,19.4
id_008767,test,NA,2584,40.498905,-80.067506,1477,152,5.1,2.2,1.76,0,0,0.3,7.9,9.9,16.9,14.5,7.2,43.3,6.1,24,28.9,26.3,8.1,6.6,55.3,44.7
id_008768,test,NA,6065,41.900819,-80.150715,2280,155,6.3,2.79,3.22,1.9,7,20.4,13.5,22.5,9.3,4.9,2.8,17.7,0,2.7,23.3,51.7,18.3,4,85.6,14.4
id_008769,train,253000,4145,36.826853,-119.769324,1658,106,6.3,2.66,3.08,1,0,2.5,11.3,41.9,39.4,2.9,0.6,0.4,2.1,5.6,9,51.6,29.7,2.1,68.4,31.6
id_008770,valid,465800,7643,33.834452,-117.927241,2582,54,4,3.1,2.52,2.9,0,3.8,11.5,15.8,16.3,29.6,3.6,16.3,3.1,28.5,36.7,17.3,11,3.4,37.1,62.9
id_008771,valid,418700,7238,33.990771,-118.052374,2454,182,5.1,2.95,3.11,0,1.5,1.1,8.4,3.4,6.1,25.7,38.4,15.4,1.5,9.2,41.2,41.8,5.1,1.3,59.2,40.8
id_008772,train,606600,3406,38.552758,-121.772217,1182,0,5.7,3.03,3.44,1.5,8.4,18.8,20.1,29.1,22.1,0,0,0,0,5.8,17.3,44.8,27,5.1,44.3,55.7
id_008773,train,393600,6705,34.066305,-117.918219,2100,34,5.3,3.24,3.25,0,1,1.4,2.8,9.6,22.1,54.1,5.7,3.4,0,12.9,26.4,41.8,13.4,5.5,56.8,43.2
id_008774,valid,223600,4232,33.677599,-117.190355,1264,115,6.3,3.29,4.2,7.2,69.6,9.7,6.6,7,0,0,0,0,0,0,8.4,52.3,34.8,4.5,85.7,14.3
id_008775,train,328000,4667,33.786499,-118.176947,1471,160,4.2,3.68,3.8,2.3,0,2.2,17.5,7.2,16.4,7.7,12.6,34.1,3.7,22.2,49.2,22.2,2.4,0.3,21.1,78.9
id_008776,train,594200,6125,37.232978,-121.797357,1968,74,6.3,3.18,2.9,0,1.4,16,11.6,47,15.7,4.6,1.8,2,3.9,2.5,19.4,27.7,36,10.6,76,24
id_008777,valid,450600,4022,33.797656,-117.963456,1147,54,5.3,3.55,3.96,0.4,2.5,1,4.4,9.5,18.3,55.3,5.8,2.7,0,7,18.4,51.1,21.7,1.8,70.2,29.8
id_008778,test,NA,2100,40.077083,-75.134734,1038,67,6.8,2.04,3.87,0.5,0,0,4,4.8,9.5,30.3,7.7,43.1,4.7,20,11.1,29.1,18.3,16.8,96.9,3.1
id_008779,test,NA,3680,40.365237,-80.05499,1330,9,7.8,2.84,1.67,1.2,2.6,1.7,1.5,2,11,16.2,18.9,44.7,2.8,2.3,5.9,41.4,32.6,15.1,92.4,7.6
id_008780,test,NA,3276,42.137876,-80.058874,1527,309,5.7,2.23,2.52,4.2,2.9,0.8,0.7,5.7,6.4,6.7,14.3,58.3,1.8,3.9,36.8,36.9,14,6.6,56.8,43.2
id_008781,test,NA,3894,40.158134,-76.20434,1711,77,5.8,2.66,1.67,0,0.5,6.1,14.6,29.4,13,19.2,5.1,12.1,0,9.6,27.1,52.4,9.5,1.4,71,29
id_008782,train,420100,5481,38.280034,-122.298829,2397,104,4.5,2.27,2.06,5,3.8,14.6,27.2,16.1,9.2,20,2.2,1.9,1.9,14.1,46.3,25.3,10.5,2,57.6,42.4
id_008783,test,NA,3186,40.305928,-75.32397,1240,0,6.6,2.2,1.67,11.3,9.3,39.9,9.4,9,5.3,11.7,1.6,2.5,0.7,2.9,35.6,35.4,24,1.4,91.4,8.6
id_008784,train,817800,5668,32.951474,-117.222638,2109,59,6,2.74,2.55,0,0.6,38.1,56.4,3.1,0.5,0,0,1.3,0,9.4,17.8,35.5,29,8.2,64,36
id_008785,valid,320800,3954,37.843705,-120.186865,3680,1928,5.2,2.1,1.8,3.4,4,17,35.5,30.3,5.1,3.3,0,1.4,1.3,4.4,28.1,54.3,11,0.9,69.6,30.4
id_008786,train,474000,4111,36.992918,-121.571211,1203,0,6.6,3.26,2.16,2.7,6.7,37.3,21.9,18.8,7.1,3.3,0,2.1,0,0,23.4,35.1,30.4,11.1,82.5,17.5
id_008787,test,NA,2819,41.210374,-80.499048,1551,423,5.6,2.15,2.46,0,14.6,3.4,1.6,3.2,8.8,15.9,9.9,42.7,7.3,4.3,39.7,36.1,11.5,1.1,52.6,47.4
id_008788,train,926000,2626,37.290388,-121.914492,1207,12,6.8,2.38,1.74,2.3,3.1,0,2.2,31.4,25.4,30.2,2.7,2.7,4.8,4.1,18.6,31.7,30.2,10.5,72,28
id_008789,valid,140600,3337,32.801727,-116.970285,1493,195,3.6,2.39,2.15,1,7,5.2,10.1,39.2,24.8,7.9,4.8,0,1.1,47.7,39,10.9,1.1,0.1,14.5,85.5
id_008790,train,439900,3658,33.8214,-117.881249,1354,73,5.1,3.71,2.96,0,0,5.6,12.3,27,45.3,8.4,0,1.4,1.1,21.1,17.8,27.1,26.7,6.1,54.7,45.3
id_008791,train,290300,5337,38.676228,-120.806757,2394,269,5.6,2.34,2.98,1.5,2.3,15.8,32.1,25.6,8.4,7.1,3.6,3.6,0,3.7,34.4,47,9.9,5.1,85.5,14.5
id_008792,valid,692200,4293,37.775988,-122.42955,2183,216,3.9,2.25,2.26,0,0,11.3,3.9,6.5,8.7,4.3,2.5,62.9,12,31.3,26.7,20.6,7.4,1.9,19.1,80.9
id_008793,test,NA,5642,40.059994,-76.290317,2488,92,6.1,2.4,1.92,3.6,1.5,15,8.4,7.6,12.6,18.8,10.5,22.1,0,3.3,28.1,53.9,12.6,2.2,73.4,26.6
id_008794,test,NA,7937,40.009994,-75.106036,2892,265,5.8,2.72,3.41,0.5,1.9,1.6,3.3,0.6,12.4,44,22.9,13,0,2.1,29.9,61.8,5.9,0.2,78.9,21.1
id_008795,train,644800,3536,34.120933,-118.263798,1496,108,4.4,2.52,2.4,0,0,0.7,1.1,3.5,6.5,12.4,14,61.7,5.9,13.4,60.6,14.8,5.3,0,48.9,51.1
id_008796,test,NA,4208,40.632937,-75.34793,1697,107,4.5,2.63,2.63,1.7,0,4.5,4.7,14.6,18.7,36.8,6.4,12.6,4.5,12.7,46.3,30.6,5.9,0,21.1,78.9
id_008797,test,NA,4414,40.169845,-76.980425,1885,93,6.3,2.38,1.94,2.5,9.2,15.3,25.6,16.3,19.5,4,1.8,5.8,0,2.1,21.1,63.1,12.8,0.9,84,16
id_008798,test,NA,6142,40.190489,-76.688283,2445,135,6.1,2.71,2.99,4.6,3.2,17.8,10.1,11.8,12.8,18.1,6.4,15.1,0.9,6.6,20.2,49.2,17.2,5.9,85.8,14.2
id_008799,train,490100,6550,35.398793,-120.52772,2852,378,5.5,2.55,2.81,7.6,8.1,9.4,13.9,29.9,7.1,8.2,5.1,10.6,1.5,8.1,27.2,48.8,13.1,1.3,74.9,25.1
id_008800,test,NA,7729,40.712481,-75.257607,3040,108,6.8,2.66,2.28,16.6,18.8,20.5,6.3,8.3,8.2,12,1.9,7.4,0,2.1,16.4,49.7,29.2,2.6,90.9,9.1
id_008801,train,326600,6256,32.706876,-117.043313,1718,112,5.6,3.75,4.36,0,0,0.6,11.5,23.1,44.8,10,9.4,0.6,0,1.9,7.7,61,23.1,6.3,77.4,22.6
id_008802,train,416800,1811,40.260037,-121.129011,3434,2110,5.4,1.85,1.54,3.5,7.2,19.4,30.8,25.3,4.9,6.8,1.6,0.5,0,2.2,26.3,55.6,14.2,1.8,74.8,25.2
id_008803,train,304300,2220,33.979079,-117.358878,540,76,4.4,4.19,4.42,0,3.7,5.6,15,5.2,5.9,17.6,2.6,44.4,0,14.1,48.1,30.2,6.1,1.5,44.4,55.6
id_008804,valid,274600,3285,33.893205,-118.247073,755,20,4.8,4.22,5.12,0,0,2,0.7,13.1,1.9,50.1,18,14.3,1.9,12.5,36.3,35.1,13.8,0.5,65.4,34.6
id_008805,train,470100,5677,34.267791,-119.170655,2195,13,5.5,2.76,2.53,0,6.4,4.2,25.5,30.2,23.1,9.9,0.7,0,1.6,14.5,15.4,42.2,23.8,2.4,62.5,37.5
id_008806,train,86700,3302,34.043276,-117.319243,1248,161,4.7,2.71,3.38,3.1,6,10.1,47.4,17,4.1,3,3.6,5.8,0.4,21.2,40.7,31.6,6.2,0,48.1,51.9
id_008807,train,464600,4371,33.177786,-117.205122,1573,140,6.1,2.98,2.91,2.5,1,6.5,28.3,27.8,17.9,11.6,2.8,1.6,0,11.4,27,38.7,20.3,2.5,62.8,37.2
id_008808,test,NA,5364,39.816222,-75.878128,2230,84,6.1,2.64,1.46,20,27.9,23.4,10.9,9.5,3.3,3.2,0.4,1.5,0,13.5,29.8,30,21.1,5.6,77.7,22.3
id_008809,valid,275000,5629,34.041763,-118.174494,1362,70,4.5,4.8,3.49,1.4,0.9,4.3,8.1,1.9,8.8,18.3,15.1,41.3,0,16.6,47.9,30.5,2.8,2.2,41.6,58.4
id_008810,train,324800,6112,36.534923,-121.455696,1454,118,5.7,4.08,4.31,4.3,18.9,41.8,13.5,8.5,3.9,0.6,3.2,5.4,0,2.7,17,39.1,31.6,9.6,68.7,31.3
id_008811,valid,354900,4739,38.348845,-122.328206,2196,241,5.3,2.23,2.32,7.6,11.2,13.2,14.8,18.3,14.6,7.7,5.6,7,1.8,0.6,46.8,35.6,14.4,0.8,87.6,12.4
id_008812,test,NA,1630,40.040467,-79.659298,725,124,5.8,2.45,2.23,0.6,2.3,9.4,1.9,7.7,2.1,5.9,5.1,65,0.8,5.5,31.4,52.3,9.4,0.6,78.9,21.1
id_008813,train,495700,2189,33.782896,-118.304099,828,0,5.1,2.88,3.31,5.6,5.7,0.1,10.7,4.5,22.5,23.4,21.7,5.8,1.7,12.6,36.5,32.7,12.1,4.5,74.9,25.1
id_008814,valid,198100,4052,36.786203,-119.796336,1680,74,4.5,2.3,3.04,2.4,0.7,6.8,5,5.8,18.2,28.4,14.9,17.9,5.5,9.3,49.3,30.7,3.5,1.6,46.2,53.8
id_008815,train,337100,3323,38.572185,-121.487767,2742,246,2.8,2.16,1.27,4.7,4.9,4,8.2,11.7,13.2,20.5,10.2,22.6,24.9,52.5,17.2,2.5,2.4,0.5,4,96
id_008816,train,502400,3936,33.795513,-117.971506,1091,60,5.7,3.44,4.23,2.7,1.6,0,3.8,9.1,8.8,69.7,0,4.3,0,5.3,9.8,56.5,26.5,1.9,70.7,29.3
id_008817,test,NA,2184,40.206194000000004,-79.953174,1101,123,5.3,2.41,1.96,0,6.6,13.4,5.3,10.2,13,16.6,11.6,23.3,2,9.5,37.6,43.1,6.4,1.3,76.3,23.7
id_008818,train,338400,6738,37.911994,-121.619981,2048,213,6.8,3.14,3.72,17.7,27,36.2,6.2,3.1,1.3,1.9,2.5,4.1,0.3,0.8,7.4,41.2,41.2,9.1,80.9,19.1
id_008819,test,NA,2714,40.463147,-79.984133,1611,337,5.2,1.85,1.88,0.4,0,3.2,0.3,0.5,0.4,4.3,9.7,81.3,0,25.8,36.4,21,12.5,4.3,52.5,47.5
id_008820,valid,555100,4609,38.231376,-122.632083,2161,108,4.6,2.4,1.91,4.7,12.9,16.5,9.3,5.6,5.4,5.2,5.8,34.7,3.9,24.2,36.1,27.2,7.7,0.9,41,59
id_008821,train,847600,3321,37.331013,-122.003183,1222,22,4.7,2.93,2.22,10.3,2.1,21.8,7.2,11.2,12.5,34.2,0.7,0,2.1,24.3,23.8,33,15.2,1.6,45.9,54.1
id_008822,valid,697600,3035,33.679826,-117.983667,1098,15,6.8,2.76,3,0,0,0.6,18.7,40.7,33.9,6.1,0,0,0,0,8.4,33.2,48.2,10.3,84.9,15.1
id_008823,test,NA,3062,40.373323,-76.304634,1308,120,5.7,3.08,1.75,0,0.8,12.5,7.8,1,13.8,14.5,12.8,36.8,3.7,21.3,24.4,37.8,9.5,3.4,51.9,48.1
id_008824,valid,786600,5154,36.589064,-121.909107,2581,270,5.7,2.16,1.82,0.8,1.6,4.1,12.4,19.8,15.1,28,8.1,10,0,10.5,27.5,40.9,17.3,3.8,70,30
id_008825,valid,431100,5754,34.050389,-118.098573,1605,101,5.3,3.61,3.71,0.5,2.9,5.3,22,13.4,14.9,20,14,7.1,3.9,2.7,28.6,41.6,16.9,6.2,73.8,26.2
id_008826,valid,360800,7357,39.272593,-121.428069,2898,371,5.5,2.53,2.65,2.6,17.4,22,18,20.7,9,6.3,0.8,3.1,0.4,2.7,36.4,47.4,12,1,83.3,16.7
id_008827,test,NA,6728,40.3938,-75.994369,1842,166,6.9,2.64,2.81,4,7.2,13.9,9.7,13,11.5,18.3,5.2,17.2,0,1.9,15.3,52.4,25.1,5.3,86.6,13.4
id_008828,valid,304700,3150,34.008301,-118.271608,727,40,3.6,5.03,4.01,0.6,0,0,0.3,15.7,2.6,5.1,20.5,55.3,28.9,25.6,27.6,9.2,5.4,3.3,19.5,80.5
id_008829,valid,232900,2822,34.409763,-118.798184,695,60,4.4,4.38,3.74,0,22.2,14.8,3.9,10.5,12.2,3.9,9.1,23.5,2.7,18,30.1,33.4,11.7,4.2,38.7,61.3
id_008830,train,912400,3942,34.131151,-118.339738,2672,460,3.8,1.83,1.71,0,0,4.5,15.8,34.7,11.8,10,8,15.4,12,30.6,29.7,17.1,9.6,1,48.2,51.8
id_008831,valid,670500,3017,33.691673,-116.324833,3211,1922,5.9,2.12,1.42,6,22.5,23.2,30.4,9.9,5.1,2.1,0,0.8,1.8,2.6,27.6,35.6,29.4,3,82.7,17.3
id_008832,train,257500,3463,34.313216,-118.44008,1015,131,4.4,2.79,3.93,10,4.4,12.1,20.9,26.8,6.5,12.4,6.8,0,0.7,27.8,37,23.2,11.3,0,22.7,77.3
id_008833,train,155700,5257,34.151664,-117.343507,1294,97,4.7,4.89,3.6,0,1.7,5.6,15.9,4.8,24.2,30.4,7.8,9.6,2.3,8.7,25.7,42,17.1,4.2,72.1,27.9
id_008834,valid,419400,2746,33.940723,-117.546047,1036,87,5.9,2.91,3.69,0,3.2,3.5,3.9,21.8,17.9,26.1,9.1,14.7,0,5.7,13.1,54.5,18.1,8.5,77.4,22.6
id_008835,valid,841500,4909,37.000998,-121.940737,1965,125,5.7,2.56,2.43,3.4,0.9,10,21.2,25.8,15.1,8.3,6.8,8.5,1.8,8.5,22.5,42.2,20.3,4.6,70,30
id_008836,train,357700,5968,33.999731,-118.277115,1352,83,4.1,4.23,4.63,2.9,4.1,2.4,3.2,4.1,5,8.9,16.9,52.5,12.3,26.5,27.4,23.8,6.7,3.3,22.1,77.9
id_008837,valid,462200,5271,32.831176,-117.221398,2247,25,5.2,2.42,3.02,0,1.6,0,10.4,27.5,11,48.8,0.7,0,0,4.8,26.9,50.3,16.1,1.9,65.5,34.5
id_008838,test,NA,4013,41.606837,-75.637564,2019,419,6.2,2.73,1.85,3.4,4.4,17.2,12.1,15.8,6.2,8.5,2.5,30.1,0.1,5.4,22.8,47.7,19.3,4.7,82.7,17.3
id_008839,test,NA,2710,40.485528,-77.056957,1214,174,5.7,2.4,2.26,4.1,6.4,16.2,15.2,18.5,6.3,11.6,4.8,16.8,0.4,6.2,29.9,49.5,12.4,1.6,84.1,15.9
id_008840,train,162300,9142,36.004264,-120.129442,3382,102,5,4.2,4.19,7.7,12.1,13,21.2,11.4,9.9,11.1,7.1,6.5,2.7,13.2,19.3,49,14.9,0.9,37.1,62.9
id_008841,test,NA,5269,41.450677,-75.368481,4194,2426,5.9,2.94,2.41,1.8,5.6,13.4,41.1,20.1,2.5,2.4,2.9,10.3,0,5.7,24.2,48.3,16,5.8,87.2,12.8
id_008842,train,293500,3954,37.770995,-122.206895,1196,78,4.6,3.83,3.54,3.7,0,0.7,5.3,5,4.7,15.6,15,50.1,6.7,22.8,26.8,36.9,0.9,5.9,33.6,66.4
id_008843,test,NA,4182,40.218314,-75.467296,1403,27,7.7,3.13,2.47,0.9,32.9,48.3,1.4,2.4,2.5,7.1,4.6,0,0,3.1,13.7,36.9,44,2.4,93.8,6.3
id_008844,train,744700,5092,37.640226,-122.451471,1569,86,6.8,3.06,3.17,1.7,0.7,4.3,18.4,15.7,50.3,7.1,0,1.9,0.8,6.4,5.2,28.6,47.4,11.5,86.2,13.8
id_008845,train,402300,4751,34.263373,-118.307572,1682,110,5.2,3.23,2.52,1.9,4.5,3.6,9.3,11.1,6.7,29.9,19.2,13.7,0.6,8.1,26.1,54.9,7.7,2.6,72.1,27.9
id_008846,valid,798500,7764,37.739497,-122.485449,2802,56,5.6,2.98,2.64,0,0,1.5,1.4,1.7,5.4,7.6,29.6,52.6,0.5,7.8,43.7,32.7,11.5,3.8,66.9,33.1
id_008847,test,NA,1828,40.387973,-80.038,867,13,6.5,2.54,1.49,1.4,0,1,1.3,4.5,5,6.7,3.8,76.4,1.5,8.8,15.6,45.4,21.3,7.4,77.2,22.8
id_008848,valid,428700,3431,32.649822,-117.075573,1541,260,3.6,2.77,1.75,0.2,2.7,10.7,30.4,22.5,7.8,12.5,7,6.3,8,35.1,20.2,13,19.9,3.9,40.9,59.1
id_008849,valid,477900,4273,37.368757,-121.821026,1152,64,5.6,4.04,5,2.2,3.1,7.9,8.7,2.5,6.1,29.7,21.4,18.5,0,3.3,23.4,47.2,19.7,6.4,66.7,33.3
id_008850,valid,290400,4365,34.115472,-117.180214,1359,84,6.6,3.4,3.73,1.1,6.3,25.8,57.6,4,0.6,1.3,3.2,0,0,0,2.4,35.8,60.1,1.6,88,12
id_008851,train,398800,7080,37.942089,-121.716182,2135,214,7.9,3.65,3.97,6.1,26.7,51.8,9,4.5,0,0.7,0,1.2,0,0,3.5,25.6,43.5,27.4,90.7,9.3
id_008852,valid,588700,5795,33.798672,-118.116407,2201,105,5.9,2.79,2.07,1.1,0,0.7,2.3,0.4,7,78.9,8.3,1.3,0.4,6.4,13.3,58.6,19.3,2.1,85.3,14.7
id_008853,train,503500,2615,34.061218,-118.380505,1438,108,4.1,2.3,1.74,0.8,0,3.8,16.1,13.6,21.8,17.7,10.3,15.9,4.7,34.6,47.5,9.6,3.6,0,19.9,80.1
id_008854,test,NA,2953,40.226347,-75.33083,1316,48,7.5,2.54,1.59,0,0,5.4,21.6,44,16,9.4,0,3.6,0,9.8,24.2,12.1,44,9.9,89.6,10.4
id_008855,valid,123300,5269,36.234145,-120.107514,1438,138,4.6,5.45,4.25,6,10.8,15.5,23.4,15.2,7,7.2,5.6,9.4,1.4,16.1,29.2,36.8,9.4,7.2,12.2,87.8
id_008856,train,417900,5814,37.707114,-122.182202,1806,95,5.1,3.44,3.46,1.8,0.6,0.3,8.2,5.3,23.5,32.2,25.6,2.5,0.6,8.7,28,50.1,10.4,2.2,45.1,54.9
id_008857,test,NA,7226,40.590046,-75.471833,3191,185,4.9,2.94,2.25,0,1.7,2.1,8.7,11.8,21.9,11.3,3.9,38.7,0.6,22.1,31.2,33.7,8.2,4.3,45.9,54.1
id_008858,valid,361300,2274,34.023682,-118.205988,496,48,4.3,5.33,4.16,2.2,4.2,7.9,15.9,9.7,10.5,13.7,5.8,30,6.3,21.2,23.6,34.9,12.5,1.6,48,52
